timeStamp,Pfwd,PfwdSmoothed,P45,P45Smoothed,PStatic,Palt,IAS,AngleofAttack,flapsPos,DataMark,OAT,TAS,imuTemp,VerticalG,LateralG,ForwardG,RollRate,PitchRate,YawRate,Pitch,Roll,EarthVerticalG,FlightPath,VSI,Altitude,DerivedAOA,CoeffP
2540,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2560,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2580,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2600,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2620,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2640,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2660,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2680,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2700,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2720,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2740,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2760,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2780,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2800,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2820,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2840,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2860,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2880,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2900,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2920,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2940,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2960,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
2980,0,10.00,0,2.00,824.25,5250.0,10.0,1.4,30,0,0.0,10.0,25.0,1.0,0.0,-0.05,0.0,0.0,0.0,-3.0,0.5,1.0,0.00,0.00,5250.0,1.4,0.2000
